"Short_Date","Venue","Long_Date","Year"
"1992-05-30","Sam Boyd Silver Bowl, Las Vegas, NV","May 30, 1992",1992
"1992-05-31","Sam Boyd Silver Bowl, Las Vegas, NV","May 31, 1992",1992
"1992-06-06","Rich Stadium, Buffalo, NY","June 6, 1992",1992
"1992-06-08","Richfield Coliseum, Richfield, OH","June 8, 1992",1992
"1992-06-09","Richfield Coliseum, Richfield, OH","June 9, 1992",1992
"1992-06-11","Knickerbocker Arena, Albany, NY","June 11, 1992",1992
"1992-06-12","Knickerbocker Arena, Albany, NY","June 12, 1992",1992
"1992-06-14","Giants Stadium, East Rutherford, NJ","June 14, 1992",1992
"1992-06-15","Giants Stadium, East Rutherford, NJ","June 15, 1992",1992
"1992-06-17","Charlotte Coliseum, Charlotte, NC","June 17, 1992",1992
"1992-06-18","Charlotte Coliseum, Charlotte, NC","June 18, 1992",1992
"1992-06-20","Robert F. Kennedy Stadium, Washington, DC","June 20, 1992",1992
"1992-06-22","Star Lake Amphitheater, Burgettstown, PA","June 22, 1992",1992
"1992-06-23","Star Lake Amphitheater, Burgettstown, PA","June 23, 1992",1992
"1992-06-25","Soldier Field, Chicago, IL","June 25, 1992",1992
"1992-06-26","Soldier Field, Chicago, IL","June 26, 1992",1992
"1992-06-28","Deer Creek Music Center, Noblesville, IN","June 28, 1992",1992
"1992-06-29","Deer Creek Music Center, Noblesville, IN","June 29, 1992",1992
"1992-07-01","Buckeye Lake Music Center, Thornville, OH","July 1, 1992",1992
"1992-12-02","McNichols Sports Arena, Denver, CO","December 2, 1992",1992
"1992-12-03","McNichols Sports Arena, Denver, CO","December 3, 1992",1992
"1992-12-05","Compton Terrace Amphitheatre, Tempe, AZ","December 5, 1992",1992
"1992-12-06","Compton Terrace Amphitheatre, Tempe, AZ","December 6, 1992",1992
"1992-12-11","Oakland Coliseum, Oakland, CA","December 11, 1992",1992
"1992-12-12","Oakland Coliseum, Oakland, CA","December 12, 1992",1992
"1992-12-13","Oakland Coliseum, Oakland, CA","December 13, 1992",1992
"1992-12-16","Oakland Coliseum, Oakland, CA","December 16, 1992",1992
"1992-12-17","Oakland Coliseum, Oakland, CA","December 17, 1992",1992
"1993-01-24","Oakland Coliseum, Oakland, CA","January 24, 1993",1993
"1993-01-25","Oakland Coliseum, Oakland, CA","January 25, 1993",1993
"1993-01-26","Oakland Coliseum, Oakland, CA","January 26, 1993",1993
"1993-02-21","Oakland Coliseum, Oakland, CA","February 21, 1993",1993
"1993-02-22","Oakland Coliseum, Oakland, CA","February 22, 1993",1993
"1993-02-23","Oakland Coliseum, Oakland, CA","February 23, 1993",1993
"1993-03-09","Rosemont Horizon, Rosemont, IL","March 9, 1993",1993
"1993-03-10","Rosemont Horizon, Rosemont, IL","March 10, 1993",1993
"1993-03-11","Rosemont Horizon, Rosemont, IL","March 11, 1993",1993
"1993-03-14","Richfield Coliseum, Richfield, OH","March 14, 1993",1993
"1993-03-16","Capital Centre, Landover, MD","March 16, 1993",1993
"1993-03-17","Capital Centre, Landover, MD","March 17, 1993",1993
"1993-03-18","Capital Centre, Landover, MD","March 18, 1993",1993
"1993-03-20","The Omni, Atlanta, GA","March 20, 1993",1993
"1993-03-21","The Omni, Atlanta, GA","March 21, 1993",1993
"1993-03-22","The Omni, Atlanta, GA","March 22, 1993",1993
"1993-03-24","Dean E. Smith Center, UNC, Chapel Hill, NC","March 24, 1993",1993
"1993-03-25","Dean E. Smith Center, UNC, Chapel Hill, NC","March 25, 1993",1993
"1993-03-27","Knickerbocker Arena, Albany, NY","March 27, 1993",1993
"1993-03-28","Knickerbocker Arena, Albany, NY","March 28, 1993",1993
"1993-03-29","Knickerbocker Arena, Albany, NY","March 29, 1993",1993
"1993-03-31","Nassau Veterans Memorial Coliseum, Uniondale, NY","March 31, 1993",1993
"1993-04-01","Nassau Veterans Memorial Coliseum, Uniondale, NY","April 1, 1993",1993
"1993-04-02","Nassau Veterans Memorial Coliseum, Uniondale, NY","April 2, 1993",1993
"1993-04-04","Nassau Veterans Memorial Coliseum, Uniondale, NY","April 4, 1993",1993
"1993-04-05","Nassau Veterans Memorial Coliseum, Uniondale, NY","April 5, 1993",1993
"1993-05-14","Sam Boyd Silver Bowl, Las Vegas, NV","May 14, 1993",1993
"1993-05-15","Sam Boyd Silver Bowl, Las Vegas, NV","May 15, 1993",1993
"1993-05-16","Sam Boyd Silver Bowl, Las Vegas, NV","May 16, 1993",1993
"1993-05-21","Shoreline Amphitheatre, Mountain View, CA","May 21, 1993",1993
"1993-05-22","Shoreline Amphitheatre, Mountain View, CA","May 22, 1993",1993
"1993-05-23","Shoreline Amphitheatre, Mountain View, CA","May 23, 1993",1993
"1993-05-25","Cal Expo Amphitheatre, Sacramento, CA","May 25, 1993",1993
"1993-05-26","Cal Expo Amphitheatre, Sacramento, CA","May 26, 1993",1993
"1993-05-27","Cal Expo Amphitheatre, Sacramento, CA","May 27, 1993",1993
"1993-06-05","Giants Stadium, East Rutherford, NJ","June 5, 1993",1993
"1993-06-06","Giants Stadium, East Rutherford, NJ","June 6, 1993",1993
"1993-06-08","The Palace, Auburn Hills, MI","June 8, 1993",1993
"1993-06-09","The Palace, Auburn Hills, MI","June 9, 1993",1993
"1993-06-11","Buckeye Lake Music Center, Thornville, OH","June 11, 1993",1993
"1993-06-13","Rich Stadium, Buffalo, NY","June 13, 1993",1993
"1993-06-15","Freedom Hall, Louisville, KY","June 15, 1993",1993
"1993-06-16","Freedom Hall, Louisville, KY","June 16, 1993",1993
"1993-06-18","Soldier Field, Chicago, IL","June 18, 1993",1993
"1993-06-19","Soldier Field, Chicago, IL","June 19, 1993",1993
"1993-06-21","Deer Creek Music Center, Noblesville, IN","June 21, 1993",1993
"1993-06-22","Deer Creek Music Center, Noblesville, IN","June 22, 1993",1993
"1993-06-23","Deer Creek Music Center, Noblesville, IN","June 23, 1993",1993
"1993-06-25","Robert F. Kennedy Stadium, Washington, DC","June 25, 1993",1993
"1993-06-26","Robert F. Kennedy Stadium, Washington, DC","June 26, 1993",1993
"1993-08-21","Autzen Stadium, U. of Oregon, Eugene, OR","August 21, 1993",1993
"1993-08-22","Autzen Stadium, U. of Oregon, Eugene, OR","August 22, 1993",1993
"1993-08-25","Shoreline Amphitheatre, Mountain View, CA","August 25, 1993",1993
"1993-08-26","Shoreline Amphitheatre, Mountain View, CA","August 26, 1993",1993
"1993-08-27","Shoreline Amphitheatre, Mountain View, CA","August 27, 1993",1993
"1993-09-08","Richfield Coliseum, Richfield, OH","September 8, 1993",1993
"1993-09-09","Richfield Coliseum, Richfield, OH","September 9, 1993",1993
"1993-09-10","Richfield Coliseum, Richfield, OH","September 10, 1993",1993
"1993-09-12","Spectrum, Philadelphia, PA","September 12, 1993",1993
"1993-09-13","Spectrum, Philadelphia, PA","September 13, 1993",1993
"1993-09-14","Spectrum, Philadelphia, PA","September 14, 1993",1993
"1993-09-16","Madison Square Garden, New York, NY","September 16, 1993",1993
"1993-09-17","Madison Square Garden, New York, NY","September 17, 1993",1993
"1993-09-18","Madison Square Garden, New York, NY","September 18, 1993",1993
"1993-09-20","Madison Square Garden, New York, NY","September 20, 1993",1993
"1993-09-21","Madison Square Garden, New York, NY","September 21, 1993",1993
"1993-09-22","Madison Square Garden, New York, NY","September 22, 1993",1993
"1993-09-24","Boston Garden, Boston, MA","September 24, 1993",1993
"1993-09-25","Boston Garden, Boston, MA","September 25, 1993",1993
"1993-09-26","Boston Garden, Boston, MA","September 26, 1993",1993
"1993-09-28","Boston Garden, Boston, MA","September 28, 1993",1993
"1993-09-29","Boston Garden, Boston, MA","September 29, 1993",1993
"1993-09-30","Boston Garden, Boston, MA","September 30, 1993",1993
"1993-12-08","Memorial Sports Arena, Los Angeles, CA","December 8, 1993",1993
"1993-12-09","Memorial Sports Arena, Los Angeles, CA","December 9, 1993",1993
"1993-12-10","Memorial Sports Arena, Los Angeles, CA","December 10, 1993",1993
"1993-12-12","San Diego Sports Arena, San Diego, CA","December 12, 1993",1993
"1993-12-13","San Diego Sports Arena, San Diego, CA","December 13, 1993",1993
"1993-12-17","Oakland Coliseum, Oakland, CA","December 17, 1993",1993
"1993-12-18","Oakland Coliseum, Oakland, CA","December 18, 1993",1993
"1993-12-19","Oakland Coliseum, Oakland, CA","December 19, 1993",1993
"1994-02-25","Oakland Coliseum, Oakland, CA","February 25, 1994",1994
"1994-02-26","Oakland Coliseum, Oakland, CA","February 26, 1994",1994
"1994-02-27","Oakland Coliseum, Oakland, CA","February 27, 1994",1994
"1994-03-04","Blockbuster Desert Sky Pavilion, Phoenix, AZ","March 4, 1994",1994
"1994-03-05","Blockbuster Desert Sky Pavilion, Phoenix, AZ","March 5, 1994",1994
"1994-03-06","Blockbuster Desert Sky Pavilion, Phoenix, AZ","March 6, 1994",1994
"1994-03-16","Rosemont Horizon, Rosemont, IL","March 16, 1994",1994
"1994-03-17","Rosemont Horizon, Rosemont, IL","March 17, 1994",1994
"1994-03-18","Rosemont Horizon, Rosemont, IL","March 18, 1994",1994
"1994-03-20","Richfield Coliseum, Richfield, OH","March 20, 1994",1994
"1994-03-21","Richfield Coliseum, Richfield, OH","March 21, 1994",1994
"1994-03-23","Nassau Veterans Memorial Coliseum, Uniondale, NY","March 23, 1994",1994
"1994-03-24","Nassau Veterans Memorial Coliseum, Uniondale, NY","March 24, 1994",1994
"1994-03-25","Nassau Veterans Memorial Coliseum, Uniondale, NY","March 25, 1994",1994
"1994-03-27","Nassau Veterans Memorial Coliseum, Uniondale, NY","March 27, 1994",1994
"1994-03-28","Nassau Veterans Memorial Coliseum, Uniondale, NY","March 28, 1994",1994
"1994-03-30","The Omni, Atlanta, GA","March 30, 1994",1994
"1994-03-31","The Omni, Atlanta, GA","March 31, 1994",1994
"1994-04-01","The Omni, Atlanta, GA","April 1, 1994",1994
"1994-04-04","Orlando Arena, Orlando, FL","April 4, 1994",1994
"1994-04-06","Miami Arena, Miami, FL","April 6, 1994",1994
"1994-04-07","Miami Arena, Miami, FL","April 7, 1994",1994
"1994-04-08","Miami Arena, Miami, FL","April 8, 1994",1994
"1994-06-08","Cal Expo Amphitheatre, Sacramento, CA","June 8, 1994",1994
"1994-06-09","Cal Expo Amphitheatre, Sacramento, CA","June 9, 1994",1994
"1994-06-10","Cal Expo Amphitheatre, Sacramento, CA","June 10, 1994",1994
"1994-06-13","Seattle Center Memorial Stadium, Seattle, WA","June 13, 1994",1994
"1994-06-14","Seattle Center Memorial Stadium, Seattle, WA","June 14, 1994",1994
"1994-06-17","Autzen Stadium, U. of Oregon, Eugene, OR","June 17, 1994",1994
"1994-06-18","Autzen Stadium, U. of Oregon, Eugene, OR","June 18, 1994",1994
"1994-06-19","Autzen Stadium, U. of Oregon, Eugene, OR","June 19, 1994",1994
"1994-06-24","Sam Boyd Silver Bowl, Las Vegas, NV","June 24, 1994",1994
"1994-06-25","Sam Boyd Silver Bowl, Las Vegas, NV","June 25, 1994",1994
"1994-06-26","Sam Boyd Silver Bowl, Las Vegas, NV","June 26, 1994",1994
"1994-07-01","Shoreline Amphitheatre, Mountain View, CA","July 1, 1994",1994
"1994-07-02","Shoreline Amphitheatre, Mountain View, CA","July 2, 1994",1994
"1994-07-03","Shoreline Amphitheatre, Mountain View, CA","July 3, 1994",1994
"1994-07-13","Franklin County Field, Highgate, VT","July 13, 1994",1994
"1994-07-16","Robert F. Kennedy Stadium, Washington, DC","July 16, 1994",1994
"1994-07-17","Robert F. Kennedy Stadium, Washington, DC","July 17, 1994",1994
"1994-07-19","Deer Creek Music Center, Noblesville, IN","July 19, 1994",1994
"1994-07-20","Deer Creek Music Center, Noblesville, IN","July 20, 1994",1994
"1994-07-21","Deer Creek Music Center, Noblesville, IN","July 21, 1994",1994
"1994-07-23","Soldier Field, Chicago, IL","July 23, 1994",1994
"1994-07-24","Soldier Field, Chicago, IL","July 24, 1994",1994
"1994-07-26","Riverport Amphitheatre, Maryland Heights, MO","July 26, 1994",1994
"1994-07-27","Riverport Amphitheatre, Maryland Heights, MO","July 27, 1994",1994
"1994-07-29","Buckeye Lake Music Center, Thornville, OH","July 29, 1994",1994
"1994-07-31","The Palace, Auburn Hills, MI","July 31, 1994",1994
"1994-08-01","The Palace, Auburn Hills, MI","August 1, 1994",1994
"1994-08-03","Giants Stadium, East Rutherford, NJ","August 3, 1994",1994
"1994-08-04","Giants Stadium, East Rutherford, NJ","August 4, 1994",1994
"1994-09-16","Shoreline Amphitheatre, Mountain View, CA","September 16, 1994",1994
"1994-09-17","Shoreline Amphitheatre, Mountain View, CA","September 17, 1994",1994
"1994-09-18","Shoreline Amphitheatre, Mountain View, CA","September 18, 1994",1994
"1994-09-27","Boston Garden, Boston, MA","September 27, 1994",1994
"1994-09-28","Boston Garden, Boston, MA","September 28, 1994",1994
"1994-09-29","Boston Garden, Boston, MA","September 29, 1994",1994
"1994-10-01","Boston Garden, Boston, MA","October 1, 1994",1994
"1994-10-02","Boston Garden, Boston, MA","October 2, 1994",1994
"1994-10-03","Boston Garden, Boston, MA","October 3, 1994",1994
"1994-10-05","Spectrum, Philadelphia, PA","October 5, 1994",1994
"1994-10-06","Spectrum, Philadelphia, PA","October 6, 1994",1994
"1994-10-07","Spectrum, Philadelphia, PA","October 7, 1994",1994
"1994-10-09","USAir Arena, Landover, MD","October 9, 1994",1994
"1994-10-10","USAir Arena, Landover, MD","October 10, 1994",1994
"1994-10-11","USAir Arena, Landover, MD","October 11, 1994",1994
"1994-10-13","Madison Square Garden, New York, NY","October 13, 1994",1994
"1994-10-14","Madison Square Garden, New York, NY","October 14, 1994",1994
"1994-10-15","Madison Square Garden, New York, NY","October 15, 1994",1994
"1994-10-17","Madison Square Garden, New York, NY","October 17, 1994",1994
"1994-10-18","Madison Square Garden, New York, NY","October 18, 1994",1994
"1994-10-19","Madison Square Garden, New York, NY","October 19, 1994",1994
"1994-11-29","McNichols Sports Arena, Denver, CO","November 29, 1994",1994
"1994-11-30","McNichols Sports Arena, Denver, CO","November 30, 1994",1994
"1994-12-01","McNichols Sports Arena, Denver, CO","December 1, 1994",1994
"1994-12-08","Oakland Coliseum, Oakland, CA","December 8, 1994",1994
"1994-12-09","Oakland Coliseum, Oakland, CA","December 9, 1994",1994
"1994-12-11","Oakland Coliseum, Oakland, CA","December 11, 1994",1994
"1994-12-12","Oakland Coliseum, Oakland, CA","December 12, 1994",1994
"1994-12-15","Memorial Sports Arena, Los Angeles, CA","December 15, 1994",1994
"1994-12-16","Memorial Sports Arena, Los Angeles, CA","December 16, 1994",1994
"1994-12-18","Memorial Sports Arena, Los Angeles, CA","December 18, 1994",1994
"1994-12-19","Memorial Sports Arena, Los Angeles, CA","December 19, 1994",1994
"1995-02-19","Delta Center, Salt Lake City, UT","February 19, 1995",1995
"1995-02-20","Delta Center, Salt Lake City, UT","February 20, 1995",1995
"1995-02-21","Delta Center, Salt Lake City, UT","February 21, 1995",1995
"1995-02-24","Oakland Coliseum, Oakland, CA","February 24, 1995",1995
"1995-02-25","Oakland Coliseum, Oakland, CA","February 25, 1995",1995
"1995-02-26","Oakland Coliseum, Oakland, CA","February 26, 1995",1995
"1995-03-17","Spectrum, Philadelphia, PA","March 17, 1995",1995
"1995-03-18","Spectrum, Philadelphia, PA","March 18, 1995",1995
"1995-03-19","Spectrum, Philadelphia, PA","March 19, 1995",1995
"1995-03-22","Charlotte Coliseum, Charlotte, NC","March 22, 1995",1995
"1995-03-23","Charlotte Coliseum, Charlotte, NC","March 23, 1995",1995
"1995-03-24","Charlotte Coliseum, Charlotte, NC","March 24, 1995",1995
"1995-03-26","The Omni, Atlanta, GA","March 26, 1995",1995
"1995-03-27","The Omni, Atlanta, GA","March 27, 1995",1995
"1995-03-29","The Omni, Atlanta, GA","March 29, 1995",1995
"1995-03-30","The Omni, Atlanta, GA","March 30, 1995",1995
"1995-04-01","The Pyramid, Memphis, TN","April 1, 1995",1995
"1995-04-02","The Pyramid, Memphis, TN","April 2, 1995",1995
"1995-04-04","Birmingham-Jefferson Civic Center, Birmingham, AL","April 4, 1995",1995
"1995-04-05","Birmingham-Jefferson Civic Center, Birmingham, AL","April 5, 1995",1995
"1995-04-07","Tampa Stadium, Tampa, FL","April 7, 1995",1995
"1995-05-19","Sam Boyd Silver Bowl, Las Vegas, NV","May 19, 1995",1995
"1995-05-20","Sam Boyd Silver Bowl, Las Vegas, NV","May 20, 1995",1995
"1995-05-21","Sam Boyd Silver Bowl, Las Vegas, NV","May 21, 1995",1995
"1995-05-24","Seattle Center Memorial Stadium, Seattle, WA","May 24, 1995",1995
"1995-05-25","Seattle Center Memorial Stadium, Seattle, WA","May 25, 1995",1995
"1995-05-26","Seattle Center Memorial Stadium, Seattle, WA","May 26, 1995",1995
"1995-05-28","Portland Meadows, Portland, OR","May 28, 1995",1995
"1995-05-29","Portland Meadows, Portland, OR","May 29, 1995",1995
"1995-06-02","Shoreline Amphitheatre, Mountain View, CA","June 2, 1995",1995
"1995-06-03","Shoreline Amphitheatre, Mountain View, CA","June 3, 1995",1995
"1995-06-04","Shoreline Amphitheatre, Mountain View, CA","June 4, 1995",1995
"1995-06-15","Franklin County Field, Highgate, VT","June 15, 1995",1995
"1995-06-18","Giants Stadium, East Rutherford, NJ","June 18, 1995",1995
"1995-06-19","Giants Stadium, East Rutherford, NJ","June 19, 1995",1995
"1995-06-21","Knickerbocker Arena, Albany, NY","June 21, 1995",1995
"1995-06-22","Knickerbocker Arena, Albany, NY","June 22, 1995",1995
"1995-06-24","Robert F. Kennedy Stadium, Washington, DC","June 24, 1995",1995
"1995-06-25","Robert F. Kennedy Stadium, Washington, DC","June 25, 1995",1995
"1995-06-27","The Palace, Auburn Hills, MI","June 27, 1995",1995
"1995-06-28","The Palace, Auburn Hills, MI","June 28, 1995",1995
"1995-06-30","Three Rivers Stadium, Pittsburgh, PA","June 30, 1995",1995
"1995-07-02","Deer Creek Music Center, Noblesville, IN","July 2, 1995",1995
"1995-07-05","Riverport Amphitheatre, Maryland Heights, MO","July 5, 1995",1995
"1995-07-06","Riverport Amphitheatre, Maryland Heights, MO","July 6, 1995",1995
"1995-07-08","Soldier Field, Chicago, IL","July 8, 1995",1995
"1995-07-09","Soldier Field, Chicago, IL","July 9, 1995",1995
